Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,,,,,,,,
etifenin PC3 DOWN,2/609,0.035425071,0.054471158,0,0,7.983113674,26.66627801,RPL37A;GTF2H3,,,,,,,,
PARAOXON CTD 00006470,Jan-72,0.035430005,0.054471158,0,0,31.17214397,104.1210777,ESR1,,,,,,,,
nimesulide CTD 00000666,Jan-73,0.035914031,0.055092203,0,0,30.73765432,102.2527178,JUN,,,,,,,,
rosiglitazone PC3 UP,Jan-73,0.035914031,0.055092203,0,0,30.73765432,102.2527178,JUN,,,,,,,,
ns-398 CTD 00002958,Jan-74,0.036397838,0.055524862,0,0,30.31506849,100.4412762,JUN,,,,,,,,
ketoconazole CTD 00006190,Jan-74,0.036397838,0.055524862,0,0,30.31506849,100.4412762,ESR1,,,,,,,,
rottlerin CTD 00003057,Jan-74,0.036397838,0.055524862,0,0,30.31506849,100.4412762,JUN,,,,,,,,
DMBA CTD 00007046,Jan-74,0.036397838,0.055524862,0,0,30.31506849,100.4412762,ESR1,,,,,,,,
protoporphyrin IX BOSS,Jan-74,0.036397838,0.055524862,0,0,30.31506849,100.4412762,ESR1,,,,,,,,
beta-escin PC3 UP,Jan-76,0.037364798,0.056748302,0,0,29.5037037,96.97944863,JUN,,,,,,,,
iodine BOSS,Jan-76,0.037364798,0.056748302,0,0,29.5037037,96.97944863,ESR1,,,,,,,,
myricetin BOSS,Jan-76,0.037364798,0.056748302,0,0,29.5037037,96.97944863,ESR1,,,,,,,,
3H-Xanthen-3-one,2,6,7-trihydroxy-9-methyl- TTD 00000850,Jan-76,0.037364798,0.056748302,0,0,29.5037037,96.97944863,UBE2I,,,,,
acetaminophen CTD 00005295,May-35,0.03742324,0.056774397,0,0,3.840193705,12.61681578,JUN;MRPS11;MRPL16;ESR1;MRPL22,,,,,,,,
vanoxerine PC3 UP,Jan-77,0.03784795,0.057292386,0,0,29.11403509,95.32454661,JUN,,,,,,,,
ellagic acid TTD 00007809,Jan-77,0.03784795,0.057292386,0,0,29.11403509,95.32454661,ESR1,,,,,,,,
Dibenz[a,h]anthracene CTD 00001246,Jan-78,0.038330884,0.057896044,0,0,28.73448773,93.71751272,ESR1,,,,,,,
mifepristone BOSS,Jan-78,0.038330884,0.057896044,0,0,28.73448773,93.71751272,ESR1,,,,,,,,
fenbendazole MCF7 DOWN,Jan-79,0.0388136,0.058496729,0,0,28.36467236,92.15638325,GTF2H3,,,,,,,,
morphine CTD 00006352,Jan-79,0.0388136,0.058496729,0,0,28.36467236,92.15638325,JUN,,,,,,,,
lycorine MCF7 UP,Jan-80,0.039296097,0.059029946,0,0,28.00421941,90.6392985,JUN,,,,,,,,
Bathocuproine disulfonate CTD 00001350,Jan-80,0.039296097,0.059029946,0,0,28.00421941,90.6392985,JUN,,,,,,,,
mitomycin C BOSS,Jan-80,0.039296097,0.059029946,0,0,28.00421941,90.6392985,ESR1,,,,,,,,
troglitazone CTD 00002415,2/651,0.040032362,0.060070371,0,0,7.450308166,23.97559162,JUN;ESR1,,,,,,,,
lanatoside C MCF7 DOWN,2/653,0.040257388,0.060215613,0,0,7.426651306,23.85783314,MRPS11;RPL37A,,,,,,,,
clioquinol CTD 00006162,Jan-82,0.040260439,0.060215613,0,0,27.31001372,87.73030444,ESR1,,,,,,,,
nicotinamide adenine dinucleotide BOSS,Jan-82,0.040260439,0.060215613,0,0,27.31001372,87.73030444,ESR1,,,,,,,,
biochanin A CTD 00000149,Jan-83,0.040742283,0.060738225,0,0,26.97560976,86.33513767,ESR1,,,,,,,,
Vorinostat BOSS,Jan-83,0.040742283,0.060738225,0,0,26.97560976,86.33513767,ESR1,,,,,,,,
phenol BOSS,Jan-83,0.040742283,0.060738225,0,0,26.97560976,86.33513767,ESR1,,,,,,,,
SILVER CTD 00006742,Jan-84,0.041223909,0.061323351,0,0,26.64926372,84.97748966,JUN,,,,,,,,
172889-27-9 BOSS,Jan-84,0.041223909,0.061323351,0,0,26.64926372,84.97748966,ESR1,,,,,,,,
digoxigenin HL60 DOWN,2/662,0.04127623,0.061334874,0,0,7.321969697,23.33854762,UBE2I;MRPL17,,,,,,,,
Rubidomycin hydrochloride,Jan-85,0.041705318,0.061705933,0,0,26.33068783,83.65592939,ESR1,,,,,,,,
Idocyklin BOSS,Jan-85,0.041705318,0.061705933,0,0,26.33068783,83.65592939,ESR1,,,,,,,,
Isoflavone BOSS,Jan-85,0.041705318,0.061705933,0,0,26.33068783,83.65592939,ESR1,,,,,,,,
curcumin TTD 00007338,Jan-85,0.041705318,0.061705933,0,0,26.33068783,83.65592939,ESR1,,,,,,,,
chitosamine CTD 00006030,Jan-86,0.042186509,0.062222875,0,0,26.01960784,82.36909635,JUN,,,,,,,,
retinol CTD 00006991,Jan-86,0.042186509,0.062222875,0,0,26.01960784,82.36909635,ESR1,,,,,,,,
scriptaid MCF7 DOWN,2/670,0.042190365,0.062222875,0,0,7.231287425,22.89109885,RPL37A;ESR1,,,,,,,,
ANTIMONY POTASSIUM TARTRATE CTD 00005425,Jan-87,0.042667483,0.062657904,0,0,25.71576227,81.1156963,ESR1,,,,,,,,
alsterpaullone PC3 UP,Jan-87,0.042667483,0.062657904,0,0,25.71576227,81.1156963,UBE2I,,,,,,,,
felodipine MCF7 UP,Jan-87,0.042667483,0.062657904,0,0,25.71576227,81.1156963,JUN,,,,,,,,
calcitriol BOSS,Jan-87,0.042667483,0.062657904,0,0,25.71576227,81.1156963,ESR1,,,,,,,,
ZINC CTD 00007011,3/1642,0.042781459,0.062758303,0,0,4.798483396,15.12314244,JUN;RPL37A;ESR1,,,,,,,,
Gefitinib,Jan-88,0.043148239,0.063161678,0,0,25.41890166,79.89449727,ESR1,,,,,,,,
GNF-Pf-4325 CTD 00005408,Jan-88,0.043148239,0.063161678,0,0,25.41890166,79.89449727,JUN,,,,,,,,
Octa-2,4,6-trienoic acid CTD 00002551,Jan-89,0.043628778,0.06359449,0,0,25.12878788,78.70432598,JUN,,,,,,
metoclopramide HL60 DOWN,Jan-89,0.043628778,0.06359449,0,0,25.12878788,78.70432598,GTF2H3,,,,,,,,
etretinate BOSS,Jan-89,0.043628778,0.06359449,0,0,25.12878788,78.70432598,ESR1,,,,,,,,
Dichloromercury CTD 00006273,Jan-89,0.043628778,0.06359449,0,0,25.12878788,78.70432598,ESR1,,,,,,,,
cicloheximide HL60 DOWN,2/684,0.043809144,0.063789823,0,0,7.07771261,22.13846725,UBE2I;RPL37A,,,,,,,,
raloxifene CTD 00007367,2/686,0.044042361,0.064023335,0,0,7.05628655,22.03398408,JUN;ESR1,,,,,,,,
azacyclonol PC3 UP,Jan-90,0.0441091,0.064023335,0,0,24.84519351,77.54406436,JUN,,,,,,,,
4-Aminobiphenyl CTD 00000311,Jan-90,0.0441091,0.064023335,0,0,24.84519351,77.54406436,ESR1,,,,,,,,
SB 202190 CTD 00003161,Jan-91,0.044589205,0.064380635,0,0,24.56790123,76.41264641,JUN,,,,,,,,
pimozide MCF7 UP,Jan-91,0.044589205,0.064380635,0,0,24.56790123,76.41264641,JUN,,,,,,,,
Bexarotene CTD 00003225,Jan-91,0.044589205,0.064380635,0,0,24.56790123,76.41264641,ESR1,,,,,,,,
9,10-Phenanthrenequinone TTD 00001360,Jan-91,0.044589205,0.064380635,0,0,24.56790123,76.41264641,UBE2I,,,,,,,
L-carnitine BOSS,Jan-91,0.044589205,0.064380635,0,0,24.56790123,76.41264641,ESR1,,,,,,,,
scriptaid PC3 DOWN,2/692,0.044744934,0.064537766,0,0,6.992753623,21.72492647,MRPL16;ESR1,,,,,,,,
digitoxigenin PC3 DOWN,2/694,0.044980096,0.064801537,0,0,6.971820809,21.62334769,UBE2I;RPL37A,,,,,,,,
clotrimazole PC3 UP,Jan-92,0.045069092,0.064801537,0,0,24.2967033,75.30905521,JUN,,,,,,,,
bezafibrate CTD 00005506,Jan-92,0.045069092,0.064801537,0,0,24.2967033,75.30905521,JUN,,,,,,,,
estradiol CTD 00005920,May-36,0.045171552,0.064881059,0,0,3.615562226,11.1984367,JUN;UBE2I;RPL37A;GTF2H3;ESR1,,,,,,,,
Levorphanol tartrate BOSS,Jan-93,0.045548763,0.065354638,0,0,24.03140097,74.23232018,ESR1,,,,,,,,
COPPER CTD 00005706,3/1688,0.04590341,0.065794888,0,0,4.65578635,14.34548281,JUN;UBE2I;MRPL16,,,,,,,,
valinomycin MCF7 UP,Jan-94,0.046028217,0.065905126,0,0,23.77180406,73.18151447,JUN,,,,,,,,
Gefitinib CTD 00003879,Jan-95,0.046507454,0.066453018,0,0,23.5177305,72.15575261,ESR1,,,,,,,,
GNF-Pf-2272 TTD 00008257,Jan-95,0.046507454,0.066453018,0,0,23.5177305,72.15575261,UBE2I,,,,,,,,
5224221 MCF7 UP,Jan-96,0.046986474,0.066790691,0,0,23.26900585,71.15418818,JUN,,,,,,,,
2-Naphthalenamine CTD 00007026,Jan-96,0.046986474,0.066790691,0,0,23.26900585,71.15418818,UBE2I,,,,,,,,
thapsigargin BOSS,Jan-96,0.046986474,0.066790691,0,0,23.26900585,71.15418818,ESR1,,,,,,,,
tetracycline BOSS,Jan-96,0.046986474,0.066790691,0,0,23.26900585,71.15418818,ESR1,,,,,,,,
luteolin BOSS,Jan-96,0.046986474,0.066790691,0,0,23.26900585,71.15418818,ESR1,,,,,,,,
hydrocortisone CTD 00006117,Jan-97,0.047465278,0.067193645,0,0,23.02546296,70.17601174,ESR1,,,,,,,,
phenylephrine BOSS,Jan-97,0.047465278,0.067193645,0,0,23.02546296,70.17601174,ESR1,,,,,,,,
apigenin BOSS,Jan-97,0.047465278,0.067193645,0,0,23.02546296,70.17601174,ESR1,,,,,,,,
Gefitinib BOSS,Jan-97,0.047465278,0.067193645,0,0,23.02546296,70.17601174,ESR1,,,,,,,,
chloroquine BOSS,Jan-98,0.047943866,0.067731786,0,0,22.78694158,69.22044886,ESR1,,,,,,,,
Erlotinib BOSS,Jan-98,0.047943866,0.067731786,0,0,22.78694158,69.22044886,ESR1,,,,,,,,
Toxoflavin TTD 00011503,Jan-99,0.048422237,0.068297827,0,0,22.55328798,68.28675825,UBE2I,,,,,,,,
digitoxigenin HL60 DOWN,2/723,0.048443808,0.068297827,0,0,6.681345354,20.22677593,UBE2I;MRPL17,,,,,,,,
zalcitabine PC3 DOWN,2/726,0.048807808,0.068660141,0,0,6.652624309,20.09002711,UBE2I;RPL37A,,,,,,,,
myricetin CTD 00001847,1/100,0.048900391,0.068660141,0,0,22.32435466,67.37423003,ESR1,,,,,,,,
ACMC-20mvek CTD 00002629,1/100,0.048900391,0.068660141,0,0,22.32435466,67.37423003,JUN,,,,,,,,
mefloquine PC3 UP,1/100,0.048900391,0.068660141,0,0,22.32435466,67.37423003,JUN,,,,,,,,
1,2,4-BENZENETRIOL CTD 00000682,1/101,0.049378329,0.069190001,0,0,22.1,66.48218412,JUN,,,,,,
Phenethyl isothiocyanate CTD 00002443,1/101,0.049378329,0.069190001,0,0,22.1,66.48218412,ESR1,,,,,,,,
phenol CTD 00007305,1/103,0.050333558,0.070385138,0,0,21.66448802,64.75695872,ESR1,,,,,,,,
azacitidine MCF7 UP,1/103,0.050333558,0.070385138,0,0,21.66448802,64.75695872,JUN,,,,,,,,
Doxorubicin Hydrochloride,1/104,0.050810848,0.070836603,0,0,21.45307443,63.92255467,ESR1,,,,,,,,
3,3'-Diindolylmethane CTD 00000841,1/104,0.050810848,0.070836603,0,0,21.45307443,63.92255467,ESR1,,,,,,,
beta-carotene CTD 00007253,1/104,0.050810848,0.070836603,0,0,21.45307443,63.92255467,ESR1,,,,,,,,
Axitinib,1/105,0.051287922,0.071213099,0,0,21.2457265,63.1061812,ESR1,,,,,,,,
nitric oxide CTD 00006402,1/105,0.051287922,0.071213099,0,0,21.2457265,63.1061812,ESR1,,,,,,,,
Imatinib CTD 00003267,1/105,0.051287922,0.071213099,0,0,21.2457265,63.1061812,JUN,,,,,,,,
tyrphostin AG-1478 MCF7 UP,1/105,0.051287922,0.071213099,0,0,21.2457265,63.1061812,JUN,,,,,,,,
doxorubicin CTD 00005874,2/750,0.051757463,0.071730451,0,0,6.431149733,19.0438347,JUN;ESR1,,,,,,,,
Dasatinib BOSS,1/106,0.051764781,0.071730451,0,0,21.04232804,62.30728597,ESR1,,,,,,,,
1,10-phenanthroline CTD 00001181,1/107,0.052241423,0.072028255,0,0,20.8427673,61.52533852,ESR1,,,,,,,
Chlorpyrifos oxon CTD 00000500,1/107,0.052241423,0.072028255,0,0,20.8427673,61.52533852,ESR1,,,,,,,,
benfotiamine PC3 DOWN,1/107,0.052241423,0.072028255,0,0,20.8427673,61.52533852,GTF2H3,,,,,,,,
metoprolol HL60 DOWN,1/107,0.052241423,0.072028255,0,0,20.8427673,61.52533852,RPL37A,,,,,,,,
9,10-Phenanthrenequinone CTD 00000222,1/107,0.052241423,0.072028255,0,0,20.8427673,61.52533852,UBE2I,,,,,,,
calmidazolium MCF7 DOWN,1/108,0.05271785,0.072467295,0,0,20.64693666,60.75982922,RPL37A,,,,,,,,
CHOLINE HYDROXIDE BOSS,1/108,0.05271785,0.072467295,0,0,20.64693666,60.75982922,ESR1,,,,,,,,
daunorubicin BOSS,1/108,0.05271785,0.072467295,0,0,20.64693666,60.75982922,ESR1,,,,,,,,
sertraline CTD 00007358,1/109,0.053194062,0.072976101,0,0,20.45473251,60.01026825,JUN,,,,,,,,
celecoxib BOSS,1/109,0.053194062,0.072976101,0,0,20.45473251,60.01026825,ESR1,,,,,,,,
prenylamine PC3 UP,1/111,0.054145839,0.073986767,0,0,20.08080808,58.5571255,JUN,,,,,,,,
rifabutin MCF7 DOWN,1/111,0.054145839,0.073986767,0,0,20.08080808,58.5571255,ESR1,,,,,,,,
sulforaphane CTD 00000857,1/111,0.054145839,0.073986767,0,0,20.08080808,58.5571255,ESR1,,,,,,,,
thymidine BOSS,1/111,0.054145839,0.073986767,0,0,20.08080808,58.5571255,ESR1,,,,,,,,
ionomycin CTD 00007090,1/112,0.054621404,0.074488654,0,0,19.8988989,57.85265495,JUN,,,,,,,,
emodin CTD 00005893,1/112,0.054621404,0.074488654,0,0,19.8988989,57.85265495,ESR1,,,,,,,,
COUMESTROL CTD 00005717,3/1812,0.054902728,0.074774136,0,0,4.307273158,12.50053476,JUN;RPL37A;ESR1,,,,,,,,
hydralazine CTD 00006108,2/776,0.055027078,0.074774136,0,0,6.206718346,17.99904806,RPL37A;ESR1,,,,,,,,
menadione PC3 UP,1/113,0.055096754,0.074774136,0,0,19.7202381,57.16235354,JUN,,,,,,,,
Sorafenib CTD 00004146,1/113,0.055096754,0.074774136,0,0,19.7202381,57.16235354,JUN,,,,,,,,
7646-79-9 CTD 00000928,Apr-94,0.055102452,0.074774136,0,0,3.646170442,10.56864769,MRPS11;RPL37A;MRPL17;ESR1,,,,,,,,
AM580 CTD 00002706,1/115,0.056046809,0.075980699,0,0,19.37231969,55.82265759,ESR1,,,,,,,,
AH-23848 PC3 UP,1/116,0.056521514,0.076548823,0,0,19.20289855,55.17249932,JUN,,,,,,,,
camptothecin CTD 00005566,1/117,0.056996005,0.076888728,0,0,19.03639847,54.53498142,JUN,,,,,,,,
fendiline MCF7 UP,1/117,0.056996005,0.076888728,0,0,19.03639847,54.53498142,JUN,,,,,,,,
suloctidil MCF7 UP,1/117,0.056996005,0.076888728,0,0,19.03639847,54.53498142,JUN,,,,,,,,
acetaldehyde BOSS,1/117,0.056996005,0.076888728,0,0,19.03639847,54.53498142,ESR1,,,,,,,,
1,4-chrysenequinone PC3 UP,1/119,0.057944341,0.078015081,0,0,18.71186441,53.29648635,JUN,,,,,,,
Nandrolone phenpropionate BOSS,1/119,0.057944341,0.078015081,0,0,18.71186441,53.29648635,ESR1,,,,,,,,
tamoxifen CTD 00006827,2/802,0.058371792,0.078422854,0,0,5.996875,17.03665728,JUN;ESR1,,,,,,,,
azacitidine PC3 UP,1/120,0.058418187,0.078422854,0,0,18.55368814,52.69484947,JUN,,,,,,,,
Deoxycorticosterone acetate BOSS,1/120,0.058418187,0.078422854,0,0,18.55368814,52.69484947,ESR1,,,,,,,,
valproic acid MCF7 DOWN,1/121,0.058891819,0.078981621,0,0,18.39814815,52.10453246,ESR1,,,,,,,,
15-delta prostaglandin J2 MCF7 UP,1/122,0.059365236,0.079461639,0,0,18.24517906,51.52523364,JUN,,,,,,,,
cycloheximide BOSS,1/122,0.059365236,0.079461639,0,0,18.24517906,51.52523364,ESR1,,,,,,,,
perhexiline MCF7 UP,1/123,0.059838439,0.079861971,0,0,18.09471767,50.95666169,JUN,,,,,,,,
ARSENIC BOSS,1/123,0.059838439,0.079861971,0,0,18.09471767,50.95666169,ESR1,,,,,,,,
deferoxamine CTD 00005759,1/123,0.059838439,0.079861971,0,0,18.09471767,50.95666169,JUN,,,,,,,,
oxiglutatione BOSS,1/125,0.060784202,0.081045603,0,0,17.80107527,49.85058258,ESR1,,,,,,,,
azacyclonol MCF7 UP,1/126,0.061256762,0.081596617,0,0,17.65777778,49.31254099,JUN,,,,,,,,
POTASSIUM CHROMATE CTD 00001284,3/1897,0.061557952,0.081908634,0,0,4.094735254,11.41520567,MRPS11;RPL37A;MRPL16,,,,,,,,
solanine HL60 UP,1/127,0.061729109,0.081908634,0,0,17.51675485,48.78415662,RPL37A,,,,,,,,
Dinoprostone CTD 00007049,1/127,0.061729109,0.081908634,0,0,17.51675485,48.78415662,ESR1,,,,,,,,
methyprylon BOSS,1/127,0.061729109,0.081908634,0,0,17.51675485,48.78415662,ESR1,,,,,,,,
Oxotremorine BOSS,1/128,0.062201241,0.082455596,0,0,17.37795276,48.26518401,ESR1,,,,,,,,
cantharidin HL60 UP,1/129,0.06267316,0.082841756,0,0,17.24131944,47.75538577,JUN,,,,,,,,
trichostatin A BOSS,1/129,0.06267316,0.082841756,0,0,17.24131944,47.75538577,ESR1,,,,,,,,
lorazepam BOSS,1/129,0.06267316,0.082841756,0,0,17.24131944,47.75538577,ESR1,,,,,,,,
DEOXYNIVALENOL CTD 00000341,1/130,0.063144865,0.08330521,0,0,17.10680448,47.25453226,JUN,,,,,,,,
NSC25485 CTD 00006443,1/130,0.063144865,0.08330521,0,0,17.10680448,47.25453226,ESR1,,,,,,,,
1-Methyl-3-nitro-1-nitrosoguanidine CTD 00006318,1/132,0.064087634,0.084467993,0,0,16.84393554,46.27877776,ESR1,,,,,,,,
flunixin HL60 UP,1/133,0.064558698,0.084764092,0,0,16.71548822,45.8034535,RPL37A,,,,,,,,
niclosamide CTD 00006390,1/133,0.064558698,0.084764092,0,0,16.71548822,45.8034535,ESR1,,,,,,,,
Rifampicin CTD 00006701,1/133,0.064558698,0.084764092,0,0,16.71548822,45.8034535,JUN,,,,,,,,
ACRYLAMIDE BOSS,1/133,0.064558698,0.084764092,0,0,16.71548822,45.8034535,ESR1,,,,,,,,
retinol BOSS,1/135,0.065500187,0.085901216,0,0,16.46434494,44.87690266,ESR1,,,,,,,,
captopril PC3 DOWN,2/856,0.065549619,0.085901216,0,0,5.601873536,15.26481339,JUN;GTF2H3,,,,,,,,
MeIQx CTD 00001739,1/136,0.065970611,0.086370657,0,0,16.34156379,44.42529163,ESR1,,,,,,,,
lycorine HL60 UP,2/862,0.066365827,0.086805492,0,0,5.561046512,15.08474466,JUN;MRPS11,,,,,,,,
iohexol HL60 DOWN,1/140,0.067850178,0.08866272,0,0,15.86810552,42.69239642,GTF2H3,,,,,,,,
Demecolcine CTD 00005762,2/876,0.068284446,0.089022427,0,0,5.467963387,14.67641439,JUN;RPL37A,,,,,,,,
thalidomide CTD 00006858,1/141,0.068319537,0.089022427,0,0,15.75396825,42.27671122,JUN,,,,,,,,
cicloheximide MCF7 DOWN,1/141,0.068319537,0.089022427,0,0,15.75396825,42.27671122,RPL37A,,,,,,,,
Bortezomib CTD 00003736,2/878,0.068560136,0.089251417,0,0,5.454908676,14.61939535,JUN;ESR1,,,,,,,,
docetaxel BOSS,1/142,0.068788684,0.0894643,0,0,15.64144996,41.86771975,ESR1,,,,,,,,
mefloquine MCF7 UP,1/143,0.069257618,0.089819494,0,0,15.53051643,41.46526951,JUN,,,,,,,,
CADMIUM BOSS,1/143,0.069257618,0.089819494,0,0,15.53051643,41.46526951,ESR1,,,,,,,,
genistein BOSS,1/143,0.069257618,0.089819494,0,0,15.53051643,41.46526951,ESR1,,,,,,,,
Decitabine BOSS,1/144,0.06972634,0.090257238,0,0,15.42113442,41.06921251,ESR1,,,,,,,,
Cadmium sulfate CTD 00001745,1/144,0.06972634,0.090257238,0,0,15.42113442,41.06921251,JUN,,,,,,,,
prenylamine MCF7 UP,1/145,0.070194849,0.090778301,0,0,15.3132716,40.67940506,JUN,,,,,,,,
tonzonium bromide PC3 UP,1/146,0.070663146,0.091212466,0,0,15.20689655,40.29570768,JUN,,,,,,,,
daunorubicin CTD 00005752,1/146,0.070663146,0.091212466,0,0,15.20689655,40.29570768,ESR1,,,,,,,,
etoposide HL60 UP,1/147,0.07113123,0.091730621,0,0,15.10197869,39.91798491,JUN,,,,,,,,
8-azaguanine HL60 DOWN,2/897,0.071198919,0.091731941,0,0,5.333798883,14.09337752,UBE2I;MRPL17,,,,,,,,
CHROMIUM CTD 00005668,1/148,0.071599103,0.09216124,0,0,14.99848828,39.54610515,JUN,,,,,,,,
ibuprofen CTD 00006137,1/149,0.072066763,0.09267651,0,0,14.8963964,39.1799406,ESR1,,,,,,,,
HC toxin MCF7 DOWN,1/151,0.073001447,0.09370335,0,0,14.6962963,38.46426373,ESR1,,,,,,,,
635-65-4 CTD 00005510,1/151,0.073001447,0.09370335,0,0,14.6962963,38.46426373,UBE2I,,,,,,,,
nitrate BOSS,1/152,0.073468472,0.094214928,0,0,14.598234,38.11451336,ESR1,,,,,,,,
thioridazine MCF7 UP,1/155,0.074868275,0.09592062,0,0,14.31168831,37.09625453,JUN,,,,,,,,
Vanadic sulfate CTD 00001628,1/157,0.075800419,0.096934365,0,0,14.12678063,36.44217021,JUN,,,,,,,,
N-NITROSODIETHYLAMINE CTD 00005817,1/157,0.075800419,0.096934365,0,0,14.12678063,36.44217021,ESR1,,,,,,,,
PHOSPHINE BOSS,1/158,0.076266174,0.09743942,0,0,14.03609342,36.12224804,ESR1,,,,,,,,
Cyperquat CTD 00007079,1/159,0.076731718,0.097852497,0,0,13.94655415,35.80694267,JUN,,,,,,,,
Pyrrolidine dithiocarbamate CTD 00001021,1/159,0.076731718,0.097852497,0,0,13.94655415,35.80694267,JUN,,,,,,,,
Sorafenib tosylate BOSS,1/160,0.077197051,0.098354761,0,0,13.85814116,35.49615996,ESR1,,,,,,,,
eugenol CTD 00005949,1/161,0.077662172,0.098764463,0,0,13.77083333,35.18980823,ESR1,,,,,,,,
trichostatin A ssMCF7 DOWN,1/161,0.077662172,0.098764463,0,0,13.77083333,35.18980823,ESR1,,,,,,,,
liothyronine CTD 00006943,1/162,0.078127083,0.099172386,0,0,13.68461008,34.88779821,ESR1,,,,,,,,
nitroglycerin BOSS,1/162,0.078127083,0.099172386,0,0,13.68461008,34.88779821,ESR1,,,,,,,,
Estrone sulfate BOSS,1/167,0.080448474,0.102024977,0,0,13.26907631,33.4399084,ESR1,,,,,,,,
arachidonic acid CTD 00007139,1/168,0.08091212,0.102424174,0,0,13.18895542,33.16219936,JUN,,,,,,,,
forskolin BOSS,1/168,0.08091212,0.102424174,0,0,13.18895542,33.16219936,ESR1,,,,,,,,
pyrvinium MCF7 UP,1/170,0.081838782,0.103501989,0,0,13.03155819,32.6180428,JUN,,,,,,,,
carmustine PC3 UP,1/171,0.082301797,0.103991986,0,0,12.95424837,32.35145192,JUN,,,,,,,,
astemizole MCF7 UP,1/173,0.083227198,0.104872366,0,0,12.80232558,31.82889974,JUN,,,,,,,,
MG-132 CTD 00002789,1/173,0.083227198,0.104872366,0,0,12.80232558,31.82889974,ESR1,,,,,,,,
COBALT CTD 00005696,1/173,0.083227198,0.104872366,0,0,12.80232558,31.82889974,ESR1,,,,,,,,
ALDOSTERONE BOSS,1/176,0.084613724,0.106521943,0,0,12.58095238,31.07065982,ESR1,,,,,,,,
ciclopirox HL60 UP,1/177,0.08507548,0.106810091,0,0,12.50883838,30.82448495,JUN,,,,,,,,
dimethyl sulfoxide BOSS,1/177,0.08507548,0.106810091,0,0,12.50883838,30.82448495,ESR1,,,,,,,,
palmitic acid BOSS,1/177,0.08507548,0.106810091,0,0,12.50883838,30.82448495,ESR1,,,,,,,,
O,P'-DDT CTD 00000838,1/178,0.085537026,0.107291657,0,0,12.43753923,30.58149543,ESR1,,,,,,,
PhIP CTD 00002156,1/179,0.085998362,0.107576133,0,0,12.3670412,30.3416331,ESR1,,,,,,,,
dUTP BOSS,1/179,0.085998362,0.107576133,0,0,12.3670412,30.3416331,ESR1,,,,,,,,
GEMCITABINE HYDROCHLORIDE BOSS,1/179,0.085998362,0.107576133,0,0,12.3670412,30.3416331,ESR1,,,,,,,,
IRON CTD 00006166,1/180,0.086459489,0.107858801,0,0,12.29733085,30.10484116,JUN,,,,,,,,
histamine BOSS,1/180,0.086459489,0.107858801,0,0,12.29733085,30.10484116,ESR1,,,,,,,,
CORTICOSTERONE BOSS,1/180,0.086459489,0.107858801,0,0,12.29733085,30.10484116,ESR1,,,,,,,,
1,9-Pyrazoloanthrone CTD 00003948,1/181,0.086920407,0.108126273,0,0,12.22839506,29.87106415,JUN,,,,,,,
folic acid BOSS,1/181,0.086920407,0.108126273,0,0,12.22839506,29.87106415,ESR1,,,,,,,,
doxorubicin MCF7 DOWN,2/1006,0.086994142,0.108126273,0,0,4.727589641,11.54436969,JUN;RPL37A,,,,,,,,
calmidazolium MCF7 UP,1/182,0.087381116,0.108126273,0,0,12.16022099,29.6402479,JUN,,,,,,,,
methotrexate BOSS,1/182,0.087381116,0.108126273,0,0,12.16022099,29.6402479,ESR1,,,,,,,,
L-leucine BOSS,1/182,0.087381116,0.108126273,0,0,12.16022099,29.6402479,ESR1,,,,,,,,
bilirubin BOSS,1/182,0.087381116,0.108126273,0,0,12.16022099,29.6402479,ESR1,,,,,,,,
maltotriose BOSS,1/182,0.087381116,0.108126273,0,0,12.16022099,29.6402479,ESR1,,,,,,,,
PROPIDIUM BOSS,1/182,0.087381116,0.108126273,0,0,12.16022099,29.6402479,ESR1,,,,,,,,
glycerol BOSS,1/183,0.087841615,0.108485197,0,0,12.09279609,29.41233952,ESR1,,,,,,,,
Velcade(Bortezomib) BOSS,1/183,0.087841615,0.108485197,0,0,12.09279609,29.41233952,ESR1,,,,,,,,
piperlongumine HL60 UP,1/184,0.088301905,0.108485197,0,0,12.02610808,29.18728732,UBE2I,,,,,,,,
terfenadine MCF7 UP,1/184,0.088301905,0.108485197,0,0,12.02610808,29.18728732,JUN,,,,,,,,
ellagic acid BOSS,1/184,0.088301905,0.108485197,0,0,12.02610808,29.18728732,ESR1,,,,,,,,
ZEARALENONE CTD 00007008,1/184,0.088301905,0.108485197,0,0,12.02610808,29.18728732,ESR1,,,,,,,,
Melatonin BOSS,1/184,0.088301905,0.108485197,0,0,12.02610808,29.18728732,ESR1,,,,,,,,
L-proline BOSS,1/184,0.088301905,0.108485197,0,0,12.02610808,29.18728732,ESR1,,,,,,,,
methane BOSS,1/186,0.089221858,0.109108553,0,0,11.89489489,28.74555064,ESR1,,,,,,,,
methanol BOSS,1/186,0.089221858,0.109108553,0,0,11.89489489,28.74555064,ESR1,,,,,,,,
Ethylparaben BOSS,1/186,0.089221858,0.109108553,0,0,11.89489489,28.74555064,ESR1,,,,,,,,
doxorubicin PC3 DOWN,2/1023,0.089553002,0.109108553,0,0,4.644711068,11.20733773,JUN;RPL37A,,,,,,,,
