ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
216278_at,0.1923,0.0021669,3.376677,-1.36726,0.5747317,,
217763_s_at,0.1923,0.0021865,3.373189,-1.37485,1.6259783,RAB31,"RAB31, member RAS oncogene family"
205094_at,0.1923,0.0021922,3.37217,-1.37707,0.6574704,PEX12,peroxisomal biogenesis factor 12
32699_s_at,0.1923,0.0022095,-3.369111,-1.38373,-0.4869783,PVR,poliovirus receptor
215989_at,0.1923,0.0022112,-3.368813,-1.38437,-0.6192354,CBX2,chromobox 2
218716_x_at,0.1923,0.0022362,3.364446,-1.39387,0.5262954,MTO1,mitochondrial tRNA translation optimization 1
209103_s_at,0.1923,0.0022363,3.364429,-1.39391,0.7771092,UFD1L,ubiquitin fusion degradation 1 like (yeast)
213278_at,0.1923,0.0022416,3.363508,-1.39591,0.7742167,MTMR9,myotubularin related protein 9
200000_s_at,0.1923,0.002256,3.361021,-1.40132,0.7185817,PRPF8,pre-mRNA processing factor 8
217525_at,0.1923,0.002263,3.359813,-1.40395,1.3566408,OLFML1,olfactomedin like 1
205088_at,0.1923,0.0022655,3.359388,-1.40487,0.9572321,MAMLD1,mastermind like domain containing 1
204140_at,0.1923,0.0022744,3.357869,-1.40817,1.1919546,TPST1,tyrosylprotein sulfotransferase 1
210294_at,0.1923,0.0022748,-3.357785,-1.40835,-0.4358217,TAPBP,TAP binding protein (tapasin)
219778_at,0.1923,0.0022856,3.355955,-1.41233,1.7025171,ZFPM2,"zinc finger protein, FOG family member 2"
211686_s_at,0.1923,0.0022868,3.355743,-1.41279,0.7399633,MAK16,MAK16 homolog
209783_at,0.1932,0.002306,-3.35249,-1.41986,-0.5261292,DBP,D-box binding PAR bZIP transcription factor
210674_s_at,0.1932,0.0023228,3.34966,-1.426,0.6317917,PCDHA1///PCDHA2///PCDHA3///PCDHA4///PCDHA5///PCDHA6///PCDHA7///PCDHA8///PCDHA10///PCDHA11///PCDHA12///PCDHA13///PCDHAC1///PCDHAC2///PCDHA9,"protocadherin alpha 1///protocadherin alpha 2///protocadherin alpha 3///protocadherin alpha 4///protocadherin alpha 5///protocadherin alpha 6///protocadherin alpha 7///protocadherin alpha 8///protocadherin alpha 10///protocadherin alpha 11///protocadherin alpha 12///protocadherin alpha 13///protocadherin alpha subfamily C, 1///protocadherin alpha subfamily C, 2///protocadherin alpha 9"
219103_at,0.1932,0.0023261,3.349116,-1.42718,0.5191646,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
209447_at,0.1932,0.0023515,3.344883,-1.43637,1.8399183,SYNE1,spectrin repeat containing nuclear envelope protein 1
40149_at,0.1932,0.002353,3.344643,-1.4369,0.5286308,SH2B1,SH2B adaptor protein 1
215407_s_at,0.1932,0.0023577,3.343852,-1.43861,0.5848908,ASTN2,astrotactin 2
213791_at,0.1932,0.0023696,3.341902,-1.44284,2.4323488,PENK,proenkephalin
209106_at,0.1932,0.0023714,3.341599,-1.4435,1.1818333,NCOA1,nuclear receptor coactivator 1
216920_s_at,0.1932,0.0023762,3.34081,-1.44521,1.1170325,TARP///TRGV9///TRGC2,TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2
214398_s_at,0.1932,0.0023875,-3.338973,-1.4492,-0.5351533,IKBKE,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"
206564_at,0.1932,0.0024008,-3.336794,-1.45392,-0.7177104,OPRL1,opioid related nociceptin receptor 1
208760_at,0.1932,0.0024018,3.336638,-1.45426,1.1344171,UBE2I,ubiquitin conjugating enzyme E2 I
213040_s_at,0.1934,0.0024209,3.333552,-1.46095,0.9114179,NPTXR,neuronal pentraxin receptor
211342_x_at,0.1934,0.0024245,3.33297,-1.46221,0.7435225,MED12,mediator complex subunit 12
213405_at,0.1934,0.0024357,3.331171,-1.46611,0.9612871,RAB22A,"RAB22A, member RAS oncogene family"
202142_at,0.1934,0.0024394,3.330579,-1.46739,0.6511525,COPS8,COP9 signalosome subunit 8
216629_at,0.1938,0.0024532,-3.328375,-1.47217,-1.0602863,SRRM2,serine/arginine repetitive matrix 2
213218_at,0.1943,0.0024717,3.325447,-1.47851,0.7936413,ZSCAN26,zinc finger and SCAN domain containing 26
217163_at,0.1943,0.0024764,-3.324707,-1.48011,-0.3686312,ESR1,estrogen receptor 1
214825_at,0.1946,0.0024959,3.321642,-1.48675,0.5468629,FAM155A,family with sequence similarity 155 member A
213790_at,0.1946,0.0025032,3.320502,-1.48921,1.6186033,ADAM12,ADAM metallopeptidase domain 12
202013_s_at,0.1946,0.0025066,3.319977,-1.49035,0.9028717,EXT2,exostosin glycosyltransferase 2
202616_s_at,0.1949,0.0025184,3.318147,-1.49431,0.8611213,MECP2,methyl-CpG binding protein 2
209263_x_at,0.1957,0.0025381,3.315103,-1.5009,0.8697667,TSPAN4,tetraspanin 4
215156_at,0.1966,0.0025603,3.311699,-1.50826,0.825265,WDR61,WD repeat domain 61
219596_at,0.1966,0.0025678,3.31056,-1.51072,0.6841763,THAP10,THAP domain containing 10
216684_s_at,0.1974,0.0025863,-3.307745,-1.51681,-0.7762767,SS18,"SS18, nBAF chromatin remodeling complex subunit"
208038_at,0.1988,0.0026134,-3.303671,-1.52561,-0.6171463,IL1RL2,interleukin 1 receptor like 2
204669_s_at,0.199,0.0026256,3.301856,-1.52953,0.6898733,RNF24,ring finger protein 24
219637_at,0.1999,0.0026461,3.298809,-1.53611,0.6336137,ARMC9,armadillo repeat containing 9
221302_at,0.201,0.00267,-3.295289,-1.54371,-0.4917404,KLF15,Kruppel like factor 15
213164_at,0.2022,0.002702,3.290623,-1.55378,1.7644758,SLC5A3,solute carrier family 5 member 3
216932_at,0.2022,0.0027156,-3.288658,-1.55802,-0.6243962,,
206248_at,0.2022,0.0027205,-3.287955,-1.55953,-0.5269667,PRKCE,protein kinase C epsilon
202065_s_at,0.2022,0.002731,-3.286444,-1.56279,-0.7916383,PPFIA1,PTPRF interacting protein alpha 1
212372_at,0.2022,0.0027445,3.284517,-1.56695,1.2788179,MYH10,"myosin, heavy chain 10, non-muscle"
202575_at,0.2022,0.002752,3.283451,-1.56924,1.8541613,CRABP2,cellular retinoic acid binding protein 2
205521_at,0.2022,0.0027603,3.282266,-1.5718,0.8524808,EXOG,"endo/exonuclease (5'-3'), endonuclease G-like"
218855_at,0.2022,0.0027836,3.278976,-1.57889,0.6603408,TPRA1,transmembrane protein adipocyte associated 1
201315_x_at,0.2022,0.0027864,3.278578,-1.57974,0.970295,IFITM2,interferon induced transmembrane protein 2
212769_at,0.2022,0.0027915,-3.277868,-1.58127,-0.7509579,TLE3,transducin like enhancer of split 3
205933_at,0.2022,0.0027974,3.277043,-1.58305,1.34282,SETBP1,SET binding protein 1
202123_s_at,0.2022,0.0028024,3.276332,-1.58458,1.5742242,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
211671_s_at,0.2022,0.0028148,3.274602,-1.58831,1.5855879,NR3C1,nuclear receptor subfamily 3 group C member 1
207188_at,0.2022,0.0028264,3.272992,-1.59177,0.6906325,TEN1-CDK3///CDK3,TEN1-CDK3 readthrough (NMD candidate)///cyclin dependent kinase 3
220367_s_at,0.2022,0.002833,3.272076,-1.59375,0.7485358,SAP130,Sin3A associated protein 130
216630_at,0.2022,0.0028337,-3.271986,-1.59394,-0.510215,,
215314_at,0.2022,0.0028641,3.267802,-1.60294,1.1379296,,
212308_at,0.2022,0.0028868,3.264696,-1.60963,0.5384921,CLASP2,cytoplasmic linker associated protein 2
209505_at,0.2022,0.0029032,3.262477,-1.6144,1.7182696,NR2F1,nuclear receptor subfamily 2 group F member 1
203695_s_at,0.2022,0.0029106,3.261471,-1.61656,1.5334492,DFNA5,"DFNA5, deafness associated tumor suppressor"
213459_at,0.2022,0.0029141,3.261003,-1.61757,0.5041138,RPL37A,ribosomal protein L37a
218421_at,0.2022,0.0029154,3.260828,-1.61794,0.8899692,CERK,ceramide kinase
218941_at,0.2022,0.0029198,3.260234,-1.61922,0.567135,FBXW2,F-box and WD repeat domain containing 2
210019_at,0.2022,0.0029405,-3.257465,-1.62517,-0.4651221,CALML3,calmodulin like 3
219184_x_at,0.2022,0.0029409,3.257402,-1.62531,0.9599292,TIMM22,translocase of inner mitochondrial membrane 22 homolog (yeast)
201869_s_at,0.2022,0.0029445,3.256927,-1.62633,1.1505671,TBL1X,transducin (beta)-like 1X-linked
203648_at,0.2022,0.0029452,3.256835,-1.62652,0.6113183,TATDN2,TatD DNase domain containing 2
205648_at,0.2022,0.0029574,3.255213,-1.63001,1.7398087,WNT2,Wnt family member 2
206226_at,0.2022,0.0029653,-3.254164,-1.63226,-0.6093338,HRG,histidine rich glycoprotein
209756_s_at,0.2022,0.0029695,-3.25361,-1.63345,-0.5941133,MYCN,v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
209107_x_at,0.2022,0.0029823,3.251917,-1.63709,0.8721033,NCOA1,nuclear receptor coactivator 1
212582_at,0.2022,0.0029823,3.251913,-1.6371,1.1652088,OSBPL8,oxysterol binding protein like 8
205331_s_at,0.2022,0.0029851,-3.251542,-1.63789,-0.5494962,REEP2,receptor accessory protein 2
212447_at,0.2036,0.0030176,3.247295,-1.64701,0.7667583,KBTBD2,kelch repeat and BTB domain containing 2
208015_at,0.2036,0.0030236,3.246504,-1.64871,0.6534246,SMAD1,SMAD family member 1
218626_at,0.2041,0.0030477,3.243381,-1.65541,0.8750642,EIF4ENIF1,eukaryotic translation initiation factor 4E nuclear import factor 1
207504_at,0.2041,0.0030494,-3.243163,-1.65588,-0.4923717,CA7,carbonic anhydrase 7
205465_x_at,0.2043,0.0030781,-3.239484,-1.66377,-0.5995646,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1
218104_at,0.2043,0.0030793,3.239325,-1.66411,0.7385508,TEX10,testis expressed 10
217878_s_at,0.2043,0.0030806,-3.239165,-1.66445,-0.8150879,CDC27,cell division cycle 27
207044_at,0.2043,0.003092,-3.237704,-1.66759,-0.4478025,THRB,thyroid hormone receptor beta
218004_at,0.2043,0.0030982,3.236923,-1.66926,0.9042921,BSDC1,BSD domain containing 1
206213_at,0.2048,0.0031161,-3.234656,-1.67412,-0.7169008,WNT10B,Wnt family member 10B
212504_at,0.2048,0.0031249,3.233545,-1.6765,1.0552117,DIP2C,disco interacting protein 2 homolog C
220554_at,0.2051,0.0031387,-3.231807,-1.68022,-0.7528317,SLC22A7,solute carrier family 22 member 7
221498_at,0.2059,0.0031597,3.22918,-1.68585,0.5359325,SNX27,sorting nexin family member 27
202116_at,0.2074,0.0032009,3.224074,-1.69678,0.6744996,DPF2,double PHD fingers 2
222269_at,0.2074,0.0032093,-3.223045,-1.69899,-0.4063283,APOOL,apolipoprotein O like
216053_x_at,0.2074,0.003212,-3.222718,-1.69968,-0.6934371,FAM27B///FAM27C///FAM182B///FAM182A,family with sequence similarity 27 member B///family with sequence similarity 27 member C///family with sequence similarity 182 member B///family with sequence similarity 182 member A
209352_s_at,0.2074,0.0032238,3.221272,-1.70278,1.1639167,SIN3B,SIN3 transcription regulator family member B
206152_at,0.2074,0.0032351,-3.219896,-1.70572,-0.7457917,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
219935_at,0.2074,0.0032394,3.219364,-1.70686,1.9797487,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5
219407_s_at,0.2085,0.0032655,3.216207,-1.71361,1.229605,LAMC3,laminin subunit gamma 3
214043_at,0.2105,0.0033162,3.210118,-1.72663,1.2190446,PTPRD,"protein tyrosine phosphatase, receptor type D"
209598_at,0.2105,0.0033182,3.209882,-1.72713,1.1361508,PNMA2,paraneoplastic Ma antigen 2
215143_at,0.2105,0.0033307,3.208398,-1.7303,0.6385725,DPY19L2P2,DPY19L2 pseudogene 2
215431_at,0.2105,0.0033515,-3.205946,-1.73554,-0.5535292,SNTB1,syntrophin beta 1
218579_s_at,0.2105,0.0033543,3.205619,-1.73624,0.6978929,DHX35,DEAH-box helicase 35
217917_s_at,0.2105,0.0033637,3.204504,-1.73862,0.6102021,DYNLRB1,dynein light chain roadblock-type 1
217923_at,0.2105,0.0033688,3.203914,-1.73988,0.6895667,PEF1,penta-EF-hand domain containing 1
203305_at,0.2105,0.003373,3.203419,-1.74094,2.208035,F13A1,coagulation factor XIII A chain
219374_s_at,0.2114,0.0033965,3.20068,-1.74678,0.6189904,ALG9,"ALG9, alpha-1,2-mannosyltransferase"
213547_at,0.212,0.0034252,3.197356,-1.75388,0.9174825,CAND2,cullin associated and neddylation dissociated 2 (putative)
221571_at,0.212,0.0034306,3.19673,-1.75521,0.7870537,TRAF3,TNF receptor associated factor 3
214247_s_at,0.212,0.003435,3.196227,-1.75628,1.6885029,DKK3,dickkopf WNT signaling pathway inhibitor 3
207230_at,0.2126,0.0034605,-3.193296,-1.76253,-0.4102075,CDON,"cell adhesion associated, oncogene regulated"
217899_at,0.2126,0.0034792,3.191167,-1.76707,0.6569425,TMEM214,transmembrane protein 214
207321_s_at,0.2126,0.003491,-3.189826,-1.76993,-0.7500625,ABCB9,ATP binding cassette subfamily B member 9
218397_at,0.2126,0.0034974,3.189101,-1.77148,0.9073221,FANCL,Fanconi anemia complementation group L
213850_s_at,0.2126,0.0035006,-3.188749,-1.77223,-1.3002137,SCAF11,SR-related CTD associated factor 11
214613_at,0.2126,0.0035152,-3.187094,-1.77575,-0.5501704,GPR3,G protein-coupled receptor 3
222329_x_at,0.2126,0.0035268,-3.185799,-1.77851,-0.5662967,,
209565_at,0.2126,0.0035291,3.185534,-1.77908,0.6199883,RNF113A,ring finger protein 113A
212813_at,0.2126,0.0035331,3.185093,-1.78002,1.6668896,JAM3,junctional adhesion molecule 3
218287_s_at,0.2126,0.0035399,3.184326,-1.78165,0.7960079,AGO1,"argonaute 1, RISC catalytic component"
203487_s_at,0.2128,0.0035524,3.182934,-1.78461,0.6755267,ARMC8,armadillo repeat containing 8
207839_s_at,0.215,0.0035991,3.177758,-1.79563,0.7371554,TMEM8B,transmembrane protein 8B
215611_at,0.2157,0.0036208,3.175387,-1.80068,0.900915,TCF12,transcription factor 12
214220_s_at,0.2161,0.003636,3.173719,-1.80422,0.6140063,ALMS1,"ALMS1, centrosome and basal body associated protein"
204063_s_at,0.2163,0.0036501,3.17219,-1.80748,0.8246725,ULK2,unc-51 like autophagy activating kinase 2
202889_x_at,0.2166,0.0036715,-3.169875,-1.8124,-0.6806842,MAP7,microtubule associated protein 7
209252_at,0.2166,0.0036886,3.168034,-1.81631,0.6849863,HARS2,"histidyl-tRNA synthetase 2, mitochondrial"
219339_s_at,0.2166,0.0037052,-3.166254,-1.82009,-0.7162325,EHMT1,euchromatic histone lysine methyltransferase 1
205805_s_at,0.2166,0.0037127,3.165446,-1.82181,1.0885212,ROR1,receptor tyrosine kinase like orphan receptor 1
218176_at,0.2166,0.0037161,3.165082,-1.82259,0.53915,MAGEF1,MAGE family member F1
213261_at,0.2166,0.0037248,3.164164,-1.82454,1.1869404,TRANK1,tetratricopeptide repeat and ankyrin repeat containing 1
207967_at,0.2166,0.0037293,-3.163677,-1.82557,-0.5888229,VPS45,vacuolar protein sorting 45 homolog
32502_at,0.2166,0.0037363,3.162938,-1.82714,0.8037575,GDPD5,glycerophosphodiester phosphodiesterase domain containing 5
203518_at,0.2166,0.0037525,3.161219,-1.83079,0.9263317,LYST,lysosomal trafficking regulator
202958_at,0.2166,0.0037549,3.160969,-1.83132,0.5112717,PTPN9,"protein tyrosine phosphatase, non-receptor type 9"
208466_at,0.2166,0.0037611,-3.160311,-1.83272,-0.7289896,RAB3D,"RAB3D, member RAS oncogene family"
218376_s_at,0.2179,0.0037936,3.156897,-1.83996,1.5835696,MICAL1,"microtubule associated monooxygenase, calponin and LIM domain containing 1"
205854_at,0.2183,0.0038104,3.155149,-1.84367,1.1504925,TULP3,tubby like protein 3
205777_at,0.2188,0.0038293,-3.153176,-1.84786,-0.7963983,DUSP9,dual specificity phosphatase 9
215159_s_at,0.2193,0.0038482,-3.151224,-1.852,-0.9192371,NADK,NAD kinase
220590_at,0.22,0.0038932,3.146612,-1.86178,0.4110388,ITFG2,integrin alpha FG-GAP repeat containing 2
215985_at,0.22,0.0039106,3.144835,-1.86554,0.6926525,HCG8///ZNRD1ASP,"HLA complex group 8///zinc ribbon domain containing 1 antisense, pseudogene"
210991_s_at,0.22,0.0039177,-3.144118,-1.86706,-0.571195,RIMS3,regulating synaptic membrane exocytosis 3
219154_at,0.22,0.0039245,3.143429,-1.86852,1.5966671,TMEM120B,transmembrane protein 120B
211521_s_at,0.22,0.0039299,-3.142882,-1.86968,-0.4398788,CYTH4,cytohesin 4
213417_at,0.22,0.0039385,3.142008,-1.87153,1.2082196,TBX2,T-box 2
208802_at,0.22,0.0039472,3.141137,-1.87338,0.7557592,SRP72,signal recognition particle 72
213869_x_at,0.22,0.0039501,3.14084,-1.87401,1.9955779,THY1,Thy-1 cell surface antigen
202905_x_at,0.22,0.0039529,-3.140564,-1.87459,-1.2745596,NBN,nibrin
211144_x_at,0.22,0.0039603,3.139818,-1.87617,0.7389967,TARP///TRGV9///TRGC2,TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2
220483_s_at,0.22,0.0039748,-3.138359,-1.87926,-0.7989571,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
204074_s_at,0.22,0.0039784,-3.138002,-1.88002,-0.7851208,CEP104,centrosomal protein 104
202529_at,0.2206,0.0039988,3.135965,-1.88433,0.7354371,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1
209105_at,0.221,0.0040173,3.134136,-1.8882,0.8907237,NCOA1,nuclear receptor coactivator 1
207533_at,0.2212,0.0040301,-3.132864,-1.89089,-0.7166754,CCL1,C-C motif chemokine ligand 1
208156_x_at,0.2214,0.0040438,-3.131519,-1.89373,-0.7730263,EPPK1,epiplakin 1
205102_at,0.2215,0.0040552,-3.130394,-1.89611,-0.6240583,TMPRSS2,"transmembrane protease, serine 2"
215481_s_at,0.2239,0.004109,-3.125149,-1.9072,-0.6770421,PEX5,peroxisomal biogenesis factor 5
202947_s_at,0.2245,0.0041315,3.122977,-1.91179,1.15952,GYPC,glycophorin C (Gerbich blood group)
217675_at,0.2251,0.004155,-3.120711,-1.91658,-0.3736792,ZBTB7C,zinc finger and BTB domain containing 7C
204831_at,0.2251,0.0041617,3.120075,-1.91792,0.4666021,CDK8,cyclin dependent kinase 8
202480_s_at,0.2252,0.0041748,-3.118818,-1.92058,-0.6045325,DEDD,death effector domain containing
209060_x_at,0.2258,0.0041958,-3.116816,-1.9248,-1.24821,NCOA3,nuclear receptor coactivator 3
217506_at,0.227,0.0042277,3.113804,-1.93116,1.2868687,,
213972_at,0.2271,0.004239,-3.112731,-1.93342,-0.5268638,,
203894_at,0.2272,0.0042553,3.111201,-1.93665,0.6168533,TUBG2,tubulin gamma 2
204655_at,0.2272,0.0042635,3.110435,-1.93827,1.2448538,CCL5,C-C motif chemokine ligand 5
213156_at,0.2272,0.0043057,3.106509,-1.94654,1.8292658,ZBTB20,zinc finger and BTB domain containing 20
212970_at,0.2272,0.0043164,3.105518,-1.94863,0.7712342,APBB2,amyloid beta precursor protein binding family B member 2
208613_s_at,0.2272,0.0043188,-3.105295,-1.9491,-0.8117825,FLNB,filamin B
203245_s_at,0.2272,0.0043277,3.104469,-1.95084,0.8136325,LINC00094,long intergenic non-protein coding RNA 94
216318_at,0.2272,0.0043309,-3.104181,-1.95145,-0.7235508,IGHA2///IGHA1///IGH,immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
202617_s_at,0.2272,0.0043377,3.103554,-1.95277,0.7923463,MECP2,methyl-CpG binding protein 2
219747_at,0.2272,0.0043401,3.103335,-1.95323,1.5711071,NDNF,neuron derived neurotrophic factor
210249_s_at,0.2272,0.0043433,3.103038,-1.95386,0.9471979,NCOA1,nuclear receptor coactivator 1
47773_at,0.2276,0.0043617,3.101351,-1.95741,0.5428867,FBXO42,F-box protein 42
33494_at,0.2278,0.0043757,3.10007,-1.96011,0.6087262,ETFDH,electron transfer flavoprotein dehydrogenase
205911_at,0.2304,0.0044365,3.094558,-1.97172,1.1451029,PTH1R,parathyroid hormone 1 receptor
203981_s_at,0.2313,0.004463,3.092176,-1.97673,0.6273883,ABCD4,ATP binding cassette subfamily D member 4
207615_s_at,0.2318,0.0044828,-3.090411,-1.98044,-0.3552062,GAS8-AS1,GAS8 antisense RNA 1
209200_at,0.2328,0.0045135,3.087674,-1.9862,1.5104642,MEF2C,myocyte enhancer factor 2C
220077_at,0.2338,0.0045592,-3.083652,-1.99465,-0.5919083,CCDC134,coiled-coil domain containing 134
38290_at,0.2338,0.0045844,-3.081443,-1.99929,-0.3634233,RGS14,regulator of G-protein signaling 14
204359_at,0.2338,0.004588,3.08113,-1.99995,2.794915,LOC100506718///FLRT2,uncharacterized LOC100506718///fibronectin leucine rich transmembrane protein 2
213131_at,0.2338,0.0046063,3.079537,-2.00329,2.3411117,OLFM1,olfactomedin 1
208955_at,0.2338,0.0046145,3.078822,-2.0048,0.7308442,DUT,deoxyuridine triphosphatase
206911_at,0.2338,0.0046221,-3.078168,-2.00617,-0.6236071,TRIM25,tripartite motif containing 25
215268_at,0.2338,0.0046266,3.077771,-2.007,0.9096017,KIAA0754,KIAA0754
205813_s_at,0.2338,0.0046316,-3.077346,-2.0079,-0.6650579,MAT1A,methionine adenosyltransferase 1A
219197_s_at,0.2338,0.0046392,3.076689,-2.00927,1.75548,SCUBE2,"signal peptide, CUB domain and EGF like domain containing 2"
220602_s_at,0.2338,0.0046425,-3.076399,-2.00988,-0.70272,LOC101929479///LOC727751///LOC642423///GOLGA2P7///GOLGA2P10,golgin subfamily A member 2///golgin A2 pseudogene///golgin A2 pseudogene///golgin A2 pseudogene 7///golgin A2 pseudogene 10
201813_s_at,0.2338,0.0046483,3.075901,-2.01093,0.8445933,TBC1D5,TBC1 domain family member 5
209121_x_at,0.2344,0.0046703,3.074007,-2.0149,1.7786979,NR2F2,nuclear receptor subfamily 2 group F member 2
201401_s_at,0.2358,0.0047186,-3.069887,-2.02355,-0.8649413,GRK2,G protein-coupled receptor kinase 2
221842_s_at,0.2358,0.0047387,3.068184,-2.02712,0.6493492,LOC100506639///ZNF131,uncharacterized LOC100506639///zinc finger protein 131
217427_s_at,0.2358,0.0047444,3.067705,-2.02812,0.6711767,HIRA,histone cell cycle regulator
219165_at,0.2358,0.0048011,3.062936,-2.03812,1.331245,PDLIM2,PDZ and LIM domain 2
208604_s_at,0.2358,0.0048161,-3.061688,-2.04073,-0.6275933,HOXA3,homeobox A3
214604_at,0.2358,0.0048272,3.060766,-2.04266,0.9497492,HOXD11,homeobox D11
